Número Identificador,Nome,Orientações em Andamento,Orientações concluidas
0086388956930399,Leandro Souza Crespo,0,2
0086389235950800,Mildred Gustack Delambre e Jacques Dias,0,0
0086394148222524,Mariana Rhein Felippe,0,1
0086402869103227,Glauber Juarez Sasaki Acácio,0,3
0086419341169657,Beatriz Espindola Gomes Monteiro,0,0
0086421804114999,Eugenio Antonio Maia Giglio,2,50
0086443444698738,Rubens Pascoa Junior,0,0
0086443477877353,Renato Arantes de Oliveira,0,0
0086447187091887,Cesar Joaquim Neto,0,0
0086447971958440,Hudson Prestes dos Santos,0,0
0086448399200111,Evandra Maria Raymundo,0,0
0086452164040819,Roberta Foerstnow Szczepaniak,0,0
0086528657183735,Rosana Maria de Oliveira Pinto,0,90
0086531406941937,Wagner Menechini,0,0
0086560247558608,Walgistela Ponse Aguiar Blanco,0,0
,Lenon Rodrigues de Sousa Lima,0,0
0086574437413837,Ernane Fernandes Silva,0,0
0086613781129732,Jamile Peixoto Pereira,0,0
0086615650298341,Suelem Demuner Teixeira,0,0
0086635461534995,Inacio Pereira Lima,3,12
0086644480502472,Juliana Serretti de Castro Colaço Ribeiro,0,0
0086653614947874,Adriana Cristina Rabelo da Silva,0,0
0086692076998765,Francielly Camilla Bazilio Laurindo Pires,0,0
0086700555995935,Thiago Lima Carneiro,0,0
0086712453663915,Wilton Rogério Santos Maciel,0,1
0086728062083723,Melissa Kelly Senedin Azevedo Marques Santos,0,3
0086736411927253,Maria das Graças Borges de Oliveira,4,38
0086752958163985,Leila de Souza Ganem,0,0
0086755467954358,Gilceia Libera Sarnaglia Vassem,0,0
0086767960084197,Marcus Vinicius de Souza Almeida Conceicao,0,0
0086778315742426,Shelly Borges de Souza,0,0
0086779783809543,Léa Mara Tosi Soussumi,0,0
0086791472782340,Adson Rodrigo Silva Pinheiro,0,8
0086806759482933,Júlia Andreza Gorla,0,10
0086819758486307,Barbara Pasqualim Martins,0,0
0086820268748021,Carlos Eduardo Gomez Martin,0,1
0086821426390892,Aline Ribeiro Ramos,0,1
0086858665030326,Armenia Cristina Dias Leonardi,0,0
0086860512635400,Nilo Ramos Moreira de Souza,0,1
0086871689783597,Julho Zamariam,0,1
0086907865043459,Giseli Aparecida Caparros Klauck,0,1
0086910604312723,Victor Ruan Silva Nascimento,0,0
0086914917522589,Amir Hassan Khatibi Moghadam,0,0
0086922403272399,Roberto Eduardo Vital dos Santos,0,0
0087006612707046,Ana Luiza de Oliveira Tauchen,0,0
0087007028404307,Douglas Martins de Souza,0,0
0087096920519691,Breno Clezar Junior,0,2
0087156954950201,Carla Binenbojm,0,0
0087189555983910,Juliano Silva de Andrade,0,0
0087222227799966,Behnaz Yahyaabadi,0,0
0087247216789353,Franciany Viana Salmaso Pereira,0,0
0087269657424693,Krishna Figueiredo Passos,0,0
0087280051230321,Fábio Roberto Ghedin,0,27
,Osman Can Hatipoglu,0,0
0087286651932368,Luana Santos de Lima,0,2
0087295633786226,Isabella Soares Nascimento,0,3
0087309237871520,Anderson Muniz de Oliveira,0,0
0087313168114434,Rute Paranhos Silva Mendes,0,5
0087338463644967,Christine da Silva Pinheiro,0,0
0087354079283666,Tiago de Oliveira Martins,0,0
,Maria de Nazaré de Oliveira Segura,1,22
0087379039217161,Diogo Antonio Valente Ferreira,0,3
0087400788137773,José Antonio Finco,0,0
0087430134061360,Ilca Pena Baia Sarraf,0,5
0087456704117244,Débora Almeida Alves,0,2
0087463639784472,Carlos Alberto Castro Monteiro,0,0
0087468539234416,Patrícia Junia Viana,0,0
0087469860350233,Cristina Tavares Leal,0,0
0087487917425826,Larissa Zanette da Silva,0,0
0087522145689449,Vando Barbosa de Sousa,0,0
0087543435983177,Gleise Marino Costa,0,0
0087582556389178,Lauana Ribas Torres,0,0
0087605708519503,Jorge Luiz Pimenta de Oliveira,0,0
0087632102698886,Érico Correia Nepomuceno,0,0
0087704941048464,Daylanne Ferreira Ribeiro,0,0
,Rubens Ramos Gianesella,0,0
0087733724460247,Natasha Valente Lazzaretti,0,0
0087753942135178,Ailton Renato Dorl,0,0
0087769994005628,Fábio Fernandes Malta Stockler,0,0
,Welbson Siqueira Costa,0,0
0087822465237086,Maria da Conceição Zacharias,0,46
0087843465147496,Antônio Fernando Moura Santos,1,0
,Jairo Antonio da Cruz,0,0
0087868157250452,Fabio da Silva Piñeiro,0,22
0087896869187070,Elaine da Hora dos Santos,0,0
0087924875264000,Tatiana Shirota Satake,0,0
0087948623798364,Jorge André Santos da Costa,0,0
0087988634150744,Alexandre Cezar Borges Mattiazzo,0,1
0088018238678029,Ronaldo Pereira Evangelista,0,0
0088032476947112,Josué Berto dos Santos Junior,0,1
0088050281325680,Ana Maria da Silva Nunes,1,42
0088078061130071,Viviane Chaves Pereira,0,0
0088091993085066,Sandra Fonseca Pinto,0,0
0088093135382361,Oswaldo Junqueira Vaz Júnior,0,0
0088112971777251,Petrina Macedo Figueiredo,0,0
,Richardson Cavalcante de Oliveira,0,0
0088196763721998,Adriana Alcântara Teixeira,0,3
0088203726531362,Marina Fazzio Simão,0,0
0088221907401914,Frederico Tell de Lima Ventura,0,0
0088225682179020,Renato Spricido Rabassi,0,0
0088229075614471,Luciano Araújo Cavalcante Filho,0,0
0088231575679782,Carla Gama da Costa,0,0
0088252436651907,Rodrigo Macedo Pacheco,0,0
0088264950549233,Reginaldo Ventura de Sá,1,12
0088275950882503,Thiago Lucius Alvarez Amaral,0,0
0088311717345710,Moisés Rodrigues da Silva,0,6
0088323115708554,Carla Kaori Matsuno Uehara,0,0
0088355569677506,Sheron Ranielly Matos Barbosa,0,9
0088368055014006,Daiane Raquel Kist,0,0
0088371553423249,Thalita Almeida,0,0
0088396226405872,Silvana Maria de Macêdo Uchôa,0,64
0088405114090448,Leonardo Pereira de Assis,0,0
0088408877556848,Mariángeles Guerin,0,0
0088409300558989,Rubmara Ketzer Oliveira,0,8
0088453556021216,Mariane de Souza,0,30
0088459227242966,Luciana de Oliveira Bruno,0,0
0088510335628261,Wagner Belchior Dias,0,0
0088511487596569,Maria Midlej Bastos,0,0
0088512567371489,Raiana da Silva Rodrigues,0,0
0088537265743611,Ivanice Zafalan,0,0
0088540091232020,Antonio Vianez da Costa,0,1
0088547814962110,Celly Kelly Neivas dos Santos,0,0
,Shahzad Afzal,0,0
0088559220896422,Janaina Soler Caldeira,0,0
0088579029890001,Thiago Augusto Sarraf,0,0
0088597906236568,Nanci Gonçalves Ribeiro Guimarães,0,0
0088605555649988,Fernando Demetrio de Sousa Pontes,0,0
0088662242301000,Siméia Fernández Bravo Miyamura,0,12
0088666253483090,Roberta Goulart Rayn,0,0
0088681539136316,Evilane Leão Cordeiro,0,0
0088688427507258,Filipe Johnatan Martins Dantas Costa,0,0
0088694618881731,Rafisa Roberta de Sousa Monaco,0,47
0088718493009377,Marcos Paim Caldas Fonteles,0,0
,Ana Paula Schitkoski Sabino,0,0
0088732978919227,Rodolfo Rodrigues Nunes da Silva,0,1
0088747776312156,Jayne do Nascimento Souza,0,0
0088761027680368,Mariana Aparecida Giraldelli,0,0
0088774310629937,Francisco Brizola Pedrosa Guedes,0,0
0088782956669194,Manuelle Patrícia Ramos Vieira,2,0
0088808126723692,Priscyla Paulina Silva,0,0
0088819303793704,Danielle da Mota Bastos,1,1
0088847587632365,Jaqueline de Fátima Biazus,9,70
,Vera Lúcia Barbosa,0,0
0088924342343138,Tiago Carvalho Leite Monteiro,0,14
0088925734679538,Camila Rodrigues Vieira,0,0
,Glória Giovana Saboya Mont'Alverne Girão,0,0
0088932771449635,Eversong Moreira Barros,0,0
0089010678828452,Omar Paulino da Silva Filho,0,0
0089034529701916,Gil Francisco Piekarz,0,0
0089039958175024,Roberta Centofante,5,20
0089095395357614,Antônio Hilário da Silva Filho,0,9
,Aurelia María Fuertes Medina,0,0
0089135739944732,Simone Pinheiro Matos,0,0
0089138094311720,Fabiana Wentz,0,2
0089167911973353,Siomaraci Ferraz da Silva Bressan,0,0
0089200411685835,Alexandre Soares Ferreira,0,0
0089206411120147,Crisna Letícia Klock,0,0
0089212489463932,Emanuelle Maria Cabral Avelino Silva,0,0
0089223927505343,Lydiane Regina Fabretti Streapco,0,14
0089235751139441,Guilherme Nogueira Dias,0,0
0089242413889484,Bruno César Vasconcelos,0,0
0089243920011382,Nilza Maria Cabral Feitosa Ribeiro,0,0
0089268875142059,Gabriela Ledur,0,0
0089271354586299,Dayane Angélica Machado dos Santos Crespo,0,0
0089278574219051,Jorge Sabatucci,0,14
0089294845539840,Pasqualino Lamorte,0,36
,Glayber Morais Mendes,0,0
0089301915646275,Palmyra Farinazzo Reis Repette,0,0
0089303993234399,Manoel Vitor Macedo França,0,0
0089312420062528,Mateus do Prado Utzig,0,0
0089314734794201,Patricia Rocha de Araújo,0,0
0089327294494351,Carlos Eduardo Vidal,0,0
,Sideane Mattos De Nadai,0,0
0089333402486590,Bruno César Mariano Resende,0,0
0089334080600780,Déborah Cristiane Domingues de Brito,2,75
0089366251815037,Juliana de Carvalho Moral Queiroz Pereira,0,0
0089408067070993,Ricardo de Andrade,0,5
0089428509266135,Bianca Bolzan Cieto,0,0
0089430889769670,Alessandra da Silva Ramos,0,0
0089449857357801,Rosani Landim Lucas,0,2
0089475362992220,Jordan Bruno Oliveira Ferreira,1,16
0089501350032545,Arthur Viana Lau,0,0
0089526727415899,Maria Cristina Rodrigues,0,10
0089540830996298,João Henrique Santos da Silva,0,1
0089554254384944,Vitor Fernandes de Almeida,0,0
0089569778762789,Francis Rose Miranda Teixeira,0,7
0089576697763322,Cleyton Machado,0,0
0089602373942658,Simone Henriques Gonçalves Lima,0,0
0089603954348401,Rodrigo Fraga Sant'Anna,0,0
0089617626555387,Túlio Henrique Leite de Andrade,0,0
0089617928315634,Felipe Crespo de Lima,0,0
0089629898545522,Thales Cyrano Saito Nunes,0,0
0089631839875889,Otávio Augusto Maciel Camargo,0,0
0089633453635610,Aldenise Lizandra de Miranda Oliveira,0,0
0089636952348791,Gustavo Emmanuel de Castro,0,0
0089640849597629,Ivane Inêz Piaia,0,14
0089658404622365,Eduarda Maria Moreira Lopes,0,0
0089683470991480,Diogo Daroit Fedrizzi,0,0
0089691555751980,Luíza Pavan Ferraro,0,2
0089691682558216,Clóvis Quevedo Mazzaferro,0,0
0089706064969457,Elis de Castro Benedito dos Santos,0,0
0089707711210298,Cristiane Sartori,0,0
0089768391460021,Regina Soares da Costa,0,0
0089820321111455,Lucas Afonso Corrêa,0,0
0089826669337151,Tiago Luciano Alves,0,0
0089870061884539,Lucélia Gomes Pereira,0,0
0089887679837789,Manoel Rodrigues Paiva,0,0
0089892202933401,Felipe Trevisan Ferreira,0,0
0089912444814945,Carolina Costa de Oliveira Lima,0,0
0089919516073385,Renata da Cruz Paes,0,0
,Eleonora Dantas Dias,0,0
0089978661840822,Nils Urmersbach,0,0
0089987369852280,Thamires Gaspar Gouveia,0,0
0090008871048766,Rafael Giovanella,0,2
0090010340434284,Amanda Filgueiras Flor,0,0
0090020171819549,Vinicius de Moraes,0,9
0090070968289314,Daiana Raquel Pauletti de Araujo,0,0
0090106014351190,Vanessa Theodoro Rezende,0,0
0090130331280741,Danila Estevam Alves da Cruz,5,27
,Paulo Marcelo Marcelino Cardôso,0,2
0090165888441611,Juliana Martins Fonseca,0,0
0090174410568351,Cláudia Kely Pires de Mattos,0,0
0090219903576199,Werdeson Mário Cavalcante Olimpio,0,0
0090226865238881,Vilson da Rosa Melo,0,0
,Michele Elias Contin Mansur,0,3
0090233930153321,Rita de Cassia Quadros da Rosa,0,0
,Sonia Regina Rangel dos Santos Crescembine,0,0
0090271636069522,Thamirys Suelle da Silva,0,0
0090280280046438,Rafael de Figueiredo Rodrigues,0,7
,Denise Temp Flores,0,0
0090292163090162,Gessiane da Silva Paulino,0,0
0090297045352574,Carolinne Alves de Oliveira,0,0
0090302670467606,Eva Anais Louise Pauly,0,0
0090305950112524,Beatriz Faria Santos,0,0
0090329113172354,Sebastiao Amilcar de Figueiredo Santos,0,14
0090340941601861,Adriana Tozetto,0,0
0090366873840666,Kajali Lima Vitorio,0,7
0090371016831098,Leandro Santos Silva,0,0
0090397380246146,Telma Aparecida da Silva Santos,0,0
0090412088035196,Krislane de Andrade Matias,0,0
0090438423510067,Patrícia Helena Ribeiro de Souza,0,0
0090451498024031,Ulysses Souza Gonçalves,0,0
0090480921300190,Márcio de Oliveira Ribeiro,0,0
0090525600451197,Thales Guilherme Vaz Martins,0,0
0090535061715813,Vanderson Pereira Rolim,0,0
0090536211238060,Ronny Soffiantini Lira,0,0
0090557626900175,Paula Lopes Krüger,0,32
0090557675125208,Bilkis Maria Barbosa Lima,0,8
0090559265873353,Abel Lopes Xavier,1,1
0090566183975090,Fabiano Pires Ergoni,0,0
0090575742506545,Anderson Willian Pedroso,0,0
,Ivo Benitez,0,0
0090604006862490,Frederico Patrus Ananias de Assis Pires,0,0
0090610278949449,Cíntia Patrícia Martins de Oliveira,0,0
0090613918945313,Paulo Francisco da Silva Ribeiro,0,0
0090675223437549,Milton Cesar Pereira de Oliveira,0,0
0090675353540805,Ivette Zegarra Ocampo,0,0
0090705753933720,Cristina Fontes de Paula Costa,0,0
0090721774276899,Mauro Lopes de Azevedo,0,8
0090730291362664,Marcos Paulo Konzen,0,10
,Maria do Carmo de Queiroz,0,0
0090749562169789,Laura Laura Acacio,0,1
0090761756487899,Raquel Lyrio Sato,0,0
0090806888113268,Maria Abadia Machado Araújo,0,0
0090822828885149,Onaur Ruano,0,0
0090824545513718,Isabela Carnielli Leone,0,0
0090831341997116,Elise Zimmermann,0,0
0090835735621113,Andreia Gonçalves Batista Lima,0,1
0090840365951646,Mateus João Mubecane Filipe Manharage,0,0
0090845281481567,Fernanda Gentil Omori,0,0
0090880189418826,Aline Ledermann Tizotte,0,1
0090908144064939,Manoel Braz da Silva Júnior,0,0
,Eduardo Avendao Fernandez,0,0
0090949150909302,Marco Antonio de Meneses Silva,1,63
0090976058549514,Jefferson Castro dos Anjos,0,0
0090977020511591,Géssica Maria Ribeiro da Silva,0,0
0090980459730136,Marcus Gabriel Souza Delfino,0,0
0090987587132740,Vânia Dias Silva Lima,0,0
0091007731150471,Carlei Gomes Barboza,0,0
0091050240437717,James Ocácio Prust,2,11
0091062996691251,Maria Luciana de Siqueira Mayrink,0,9
,Adriana Gonçalves Lima,0,0
0091107109240084,Samira Regina Guimarães Fraga,0,0
0091157590342934,Pedro Augusto de Mattos Pimenta,0,0
0091210405911753,Tiago Silva Lorencini,0,0
0091210791489393,Silvana Pereira,0,0
0091212186248967,Helga Adachi Medeiros Barbosa,0,0
0091214806660388,Nathalia Sartarello Barbosa,0,0
0091225127065417,Ivanov Robertson de Oliveira Basso,0,0
0091250724148157,Alan Tempone da Silva,0,0
0091260608017585,Leclerc Victer Caitano,0,0
0091261067476555,Bruno Loureiro de Abreu,0,1
0091301546796979,Eduardo Lacerda Campos,0,0
0091333766022088,Eduardo Teixeira Leite,0,0
0091389086193885,Marise Helen Vale de Oliveira,0,0
0091393305702727,Aélcio de Jesus Monteiro dos Santos,1,7
0091394328225873,Marina Pontes Filandra,0,0
0091398744286739,Bárbara Rosa Pelissaro,0,0
0091410264297818,Tiago Giannerini da Costa,0,1
0091419796589965,José Nilson Rodrigues de Souza,0,0
0091422720259803,Geane Silva dos Santos de Andrade,0,0
0091425686327487,Ana Helena Correia de Almeida,0,6
0091427461875824,Neusa Pereira dos Santos,0,0
0091444771942008,Silvânia Ferreira,0,12
0091455864865241,Dione Ines Christ Milani,0,4
0091475467394788,Jonas Juliani Oliva,0,141
,Moisés Campos de Sá,0,0
0091493948979170,Sueza Abadia de Souza Oliveira,0,15
0091501672679515,Luciana Esgalha Carnier-Bazoni,0,8
0091517081148382,Zenaide Maria Manfrin,0,4
0091523534235868,Aline Santos de Almeida,0,0
0091534579418512,Lenildo Morais dos Santos,0,0
0091542187791996,Aelson Rocha Saraiva,0,0
,rui Carlos Vincenzi,0,3
0091563050123829,Aislan Jonis Estevam Bertolucci de Oliveira,0,0
0091579485820332,Frank Bemmerlein,0,0
0091585482216221,Victória Carolina Pinheiro Lopes Dias,0,0
0091586595540074,João Fernando Pereira Lima,0,0
0091599071595963,Leonardo Rodrigues Moreira,0,0
0091613336693154,Gabriel Corrêa Lima,0,0
0091623258416489,Nilza Aparecida Ramos Nogueira,0,2
0091634369205756,Murilo Ameno Coutinho,0,0
0091636428269426,Germano Bezerra Cardoso,0,0
0091654453050833,Aline Cavalcante de Lira,0,9
0091656326758372,Antonia Ionesia Araujo do Amaral,0,0
0091684051693033,Patrícia dos Santos Zwetsch,0,4
0091688705388146,Aline Sarmento Monteiro Calheiros,0,0
,Patricia Lazzarini Furlan,0,0
0091726452723275,Erica Antunes Bissoli Vieira,0,0
0091730446907107,Marcelo dos Santos Dias,0,4
0091745745482675,Alexandre Takahashi,0,0
0091746106741387,Márcio Morais Silva,0,4
0091775183826885,Geandre de Carvalho Oliveira,0,1
0091777595218371,Rui Dias Florêncio,0,0
0091782890863010,Gabriel Lucas de Jesus,0,0
0091783830185018,Isabel Cristina Pereira dos Santos,0,0
0091812759059220,Thiago Teixeira de Oliveira,0,0
0091821524623351,Liana Amado de Castro,0,0
0091822426795634,Alexssandro Ramos da Cruz,0,0
0091840509549462,Carolina Rocha de Campos,0,0
0091844812268409,Aline Marques Baldez,0,9
0091855080904685,Fabrício Halfeld de Almeida Silva,0,0
0091862945293549,Gildeny Sousa dos Anjos,3,7
0091871368441833,Waldiléia Pereira Leal Spesimili,0,2
0091873586205938,Vanessa Cardoso Santos Eleutheriou,0,0
0091917835353510,William Isaias Carvalho Souza,0,17
0091931088242087,Dilton de Castro,0,0
0091932915362831,Suzana Maria de Oliveira,0,0
0091938469568712,Illana Reis Pereira,0,0
0091955104541428,André Gustavo de Pinho Monteiro,0,0
0091959483288585,Carla Dezan De Lorenzi Cancelier,0,0
0091965510252320,Vitor Hugo S Medeiros,0,6
0091968587362756,Adriana Xavier Alves,0,1
0091993042410185,Daniel Lucas Martins Portela,0,0
0092005263197130,Aline Munhoz Saliba,0,0
0092007294725283,Maurício Maia,0,1
0092009147513986,Mariana Luiz Marques,1,2
0092036519440427,Eurinilce Xavier de Lima,0,0
0092040455471490,Deise Aparecida Carelli Reis de Oliveira,0,20
0092055284560482,Luciana Lopes Fandino,0,0
0092061981336428,Camila Balconi Marques,0,0
0092068501701902,Gabriel Tadeu de Paiva Silva,0,0
0092107207311326,Kátia Maria Motta Teixeira de Oliveira,0,0
0092117512609001,Livan Chiroma Veiga,0,0
0092124436422357,Ricardo Migueis Picado,0,0
0092131408418553,Elvis Nascimento da Silva,0,10
,Ney Paes Loureiro Malvasio,0,0
0092155556077493,Ione Galoza de Azevedo,1,53
0092157379096729,Rayane Vieira Rodrigues,0,0
0092159829567469,Lucas Henrique Garcia,0,0
0092170661502890,Lucas Yutaka Hayashi,5,13
0092198012415323,Angela Cristina Gomes,0,0
0092211219172070,Ricardo Costa Leão,0,0
0092261218886805,Kamille Brescansin Mattar,0,0
0092268464023640,Pedro Ivo Silva da Nóbrega,0,0
0092323521171136,George Barbosa Jales de Carvalho,0,15
0092340694530256,André Santos Silva,0,0
0092413483500515,Jean Fuzetti Cavazza,0,6
,Livia Maia Rios,0,0
,Natália Costa Cimó Queiroz,0,0
,Luciana de Araújo Felix,0,0
0092463011581820,Marcelo Vidigal Rocha,0,6
0092472031159780,Joaquim José Soares Souza Júnior,0,0
0092477649175030,Ingrid Ney Kramer de Mello,0,0
0092477783632550,Willy Arthur Silva Reis,0,0
0092514602298549,Nino Roberto Schleder Machado,0,57
0092522015363822,Valéria Cristina da Costa,3,29
0092530845858340,Luiz Henrique Amorim Moura,0,0
0092549082105841,Daniella Sigoli Pereira,0,0
0092574440786769,Carmen Sílvia Nóra Dias,0,16
0092587777043771,Mateus Schott,0,0
0092593973656615,Álison Márcio Rafael Nascimento,0,0
0092617445928038,Bruna Regina de Oliveira Lima,0,0
0092619716598131,Gustavo Bianchi Cinelli,0,0
0092628850471897,Lanna Rhamela Honório Freitas Aguiar,0,0
0092650795399455,Carlos Augusto de Oliveira Júnior,1,5
0092672072319482,Luiz Marcelo Palauro,0,10
0092693244062722,Patrícia Panisa,0,56
0092702783618151,Sergio Cameron Abad,0,0
,Rafaela Mariana Kososki,0,0
0092734925652099,Poliana Vieira Amaral Rodrigues,0,0
0092759416482115,Daniel Elias de jesus mansur,0,0
0092762875670238,Lidia Morais Santos Barreira Aleixo,0,0
0092767344913021,Lilian Barçalobre Manoel,0,5
0092792374580677,Gerson Santos de Lima,0,0
0092813772848876,Gabriela Valiengo de Souza,0,2
0092834173683613,Melanie Kaline Truquete,0,2
